"   ","ID","STATIONCODE","CO","NO2","SO2","O3","PM25","PM10","TEMPERATURE","HUMIDITY","RECEIVETIME","WDIRECT","WSPEED","APRESS","VOLTAGE","EQUSTATE","PM05N","PM1N","PM25N","PM10N","PMSTATE","COSTATE","NO2STATE","SO2STATE","O3STATE","ROWID"
"1054","20167130","XH808A416121601150","395.03","1239.87","286.2","2628.37","56.4","91.77","26.4","19.57","2017/5/4 16:00:00","","","","13384.4","1","2576.97","1563.93","601.03","114.97","0","0","0","0","0","AAASkgAAEAACr0PAAF"
"1055","20170674","XH808A416121601150","381.93","1141.69","339.62","2501.45","37.76","60.76","25.79","16.66","2017/5/4 17:00:00","","","","13389.38","1","1640.97","977.34","375.1","72.72","0","0","0","0","0","AAASkgAAEAACrDsAAE"
"1056","20174234","XH808A416121601150","375.41","996.48","488.24","2423.83","40.45","67.93","27.62","13.41","2017/5/4 18:00:00","","","","13329.93","1","1736.83","1047.21","420.14","80.62","0","0","0","0","0","AAASkgAAEAACrTlAAT"
"1057","20177791","XH808A416121601150","373.69","831.83","608.52","1815.52","43","69.34","21.03","22.83","2017/5/4 19:00:00","","","","13120.17","1","1783.86","1097.45","460.52","90.38","0","0","0","0","0","AAASkgAAEAACrIpAAB"
"1058","20181355","XH808A416121601150","383.43","931.73","372.93","1856.37","45.6","72.77","19.3","23.1","2017/5/4 20:00:00","","","","12799.83","1","2133.33","1298.67","513.1","102.3","0","0","0","0","0","AAASkgAAEAACq3wAA8"
"1059","20184914","XH808A416121601150","369.3","814.77","494.9","1624.2","47.67","80.9","17.6","24.7","2017/5/4 21:00:00","","","","12735.03","1","2064.07","1303.53","553.4","118.33","0","0","0","0","0","AAASkgAAEAACsSrAAV"
"1060","20187559","XH808A416121601150","368.55","838.38","476.28","1582.31","41.52","65.9","16.21","25.72","2017/5/4 22:00:00","","","","12706.59","1","1724.17","1072.93","447.52","89.45","0","0","0","0","0","AAASkgAAEAACrEbAA9"
"1061","20189286","XH808A416121601150","371.1","791.76","480.66","1514.28","34.17","55.93","15.62","26.28","2017/5/4 23:00:00","","","","12686.21","1","1453.21","893.59","386.38","79.69","0","0","0","0","0","AAASkgAAEAACrrtAAn"
"1062","20195592","XH808A416121601150","377.03","873.55","351.34","1620.93","27","44.14","15","27.03","2017/5/5","","","","12673.1","1","1272.03","758.93","315.03","66.31","0","0","0","0","0","AAASkgAAEAACrTVAAD"
"1063","20198667","XH808A416121601150","393.83","1014.38","208.38","1777.76","27.34","43.69","14.86","28.14","2017/5/5 1:00:00","","","","12654.52","1","1277.52","741.03","302.38","62.86","0","0","0","0","0","AAASkgAAEAACqrrAAv"
"1064","20202696","XH808A416121601150","382.47","803.57","483.63","1426.63","46.43","77.57","13.7","32.97","2017/5/5 2:00:00","","","","12636.27","1","1941.47","1220.57","529.4","115.27","0","0","0","0","0","AAASkgAAEAACr/yAAd"
"1065","20206252","XH808A416121601150","377.83","776.76","452.41","1342.24","75.24","122.9","12.07","41.45","2017/5/5 3:00:00","","","","12612.28","1","3121.24","2013.1","861.1","182.28","0","0","0","0","0","AAASkgAAEAACqkiAAA"
"1066","20209328","XH808A416121601150","381.34","778.07","456.34","1333.55","104.14","164.62","11.62","39.21","2017/5/5 4:00:00","","","","12599.17","1","4144.24","2680.97","1147.34","229.1","0","0","0","0","0","AAASkgAAEAACsPuAAj"
"1067","20212888","XH808A416121601150","378.1","783.55","428.72","1324.66","132.52","209.17","11.21","37.48","2017/5/5 5:00:00","","","","12575.48","1","5209.17","3441.34","1478.83","295.1","0","0","0","0","0","AAASkgAAEAACr81AAt"
"1068","20216447","XH808A416121601150","375.2","737.67","561.13","1210.47","147.57","231.67","10.03","29.43","2017/5/5 6:00:00","","","","12563.63","1","5481.5","3693.43","1604.77","311.8","0","0","0","0","0","AAASkgAAEAACsB4AAK"
"1069","20220010","XH808A416121601150","378.34","703.24","554.28","1168.62","129.28","206.97","9.1","26.76","2017/5/5 7:00:00","","","","12557.72","1","4948.28","3305.21","1444.1","296.1","0","0","0","0","0","AAASkgAAEAACqw2AAc"
"1070","20224053","XH808A416121601150","380.38","691.48","571.83","1150.14","118.41","186.83","9","26","2017/5/5 8:00:00","","","","12702.93","1","4484.83","2987.55","1302.83","262.62","0","0","0","0","0","AAASkgAAEAACrMsAAx"
"1071","20227128","XH808A416121601150","377.72","719.03","521.93","1189.07","99.48","157.86","9.66","26.17","2017/5/5 9:00:00","","","","13113","1","3915.86","2579.21","1107.72","223.28","0","0","0","0","0","AAASkgAAEAACrsnAAy"
"1072","20230671","XH808A416121601150","378.07","725.6","507.47","1231.73","98","159.43","10.53","24.03","2017/5/5 10:00:00","","","","13402.93","1","3879.77","2544.1","1095.17","231.23","0","0","0","0","0","AAASkgAAEAACr8QAAy"
"1073","20234696","XH808A416121601150","381","705","547.87","1222.1","91.13","147.2","11.63","22.67","2017/5/5 11:00:00","","","","13824.6","1","3706.47","2413.73","1021.07","210.47","0","0","0","0","0","AAASkgAAEAACqnvAAa"
"1074","20237785","XH808A416121601150","382.21","722.9","539.52","1275.9","93.34","155","13","20.72","2017/5/5 12:00:00","","","","14033.55","1","3542.66","2319.9","1005.52","207.83","0","0","0","0","0","AAASkgAAEAACrJvAAz"
"1075","20241819","XH808A416121601150","385.17","772.52","493.03","1398.79","89.62","145.03","14.93","20.45","2017/5/5 13:00:00","","","","13580.9","1","3529.24","2319.69","1001.76","202.59","0","0","0","0","0","AAASkgAAEAACq04AAc"
"1076","20245381","XH808A416121601150","386.83","788.9","485.86","1449.07","86.55","141.52","15.52","20.86","2017/5/5 14:00:00","","","","13586.24","1","3510.59","2295.69","979.62","201.62","0","0","0","0","0","AAASkgAAEAACqzDAAj"
"1077","20248934","XH808A416121601150","380.41","738.28","504.48","1387.17","88.55","143.9","15.76","20.72","2017/5/5 15:00:00","","","","13584.1","1","3633.55","2372.66","1017.28","209.34","0","0","0","0","0","AAASkgAAEAACrMxAA7"
"1078","20252517","XH808A416121601150","384.3","753.87","479.2","1428.83","86.03","138.23","16","21.37","2017/5/5 16:00:00","","","","13574.4","1","3459.7","2258.73","970.9","195.1","0","0","0","0","0","AAASkgAAEAACqXmAA1"
"1079","20255604","XH808A416121601150","385.86","765.48","499.17","1452.9","82.72","135.38","16.72","20.45","2017/5/5 17:00:00","","","","13575.14","1","3387.34","2194.14","937.28","193.76","0","0","0","0","0","AAASkgAAEAACrwyAA6"
"1080","20259616","XH808A416121601150","386.36","729.14","512.25","1409.32","83.25","134.89","17","21.29","2017/5/5 18:00:00","","","","13576.93","1","3458.21","2224.25","925","193.57","0","0","0","0","0","AAASkgAAEAACrQ0AAf"
"1081","20263168","XH808A416121601150","390.34","744.83","484.97","1419","76.34","123.72","15.76","24.72","2017/5/5 19:00:00","","","","13423.17","1","3216.17","2049.07","840.45","171.97","0","0","0","0","0","AAASkgAAEAACqlvAAo"
"1082","20266250","XH808A416121601150","397.97","687.45","614.93","1276.24","65.38","95.21","15","23.45","2017/5/5 20:00:00","","","","12814.66","1","3478.72","1933.45","660.28","116.69","0","0","0","0","0","AAASkgAAEAACrN3AAT"
"1083","20270281","XH808A416121601150","389","651.41","567.03","1186.07","55.45","84.79","13.52","27.76","2017/5/5 21:00:00","","","","12723.79","1","2598.03","1515.34","570.97","110.72","0","0","0","0","0","AAASkgAAEAACqnHAAM"
"1084","20270982","XH808A416121601150","381.77","639.5","563.87","1125.37","52.13","85.87","11.9","31.83","2017/5/5 22:00:00","","","","12698.87","1","2324.53","1413.37","577.17","125.8","0","0","0","0","0","AAASkgAAEAACqu5AAq"
"1085","20276044","XH808A416121601150","381.53","619.83","542.9","1060.93","48.83","79.6","10.83","37.93","2017/5/5 23:00:00","","","","12680.93","1","2264.23","1359.27","542.2","116.8","0","0","0","0","0","AAASkgAAEAACqo+AAf"
"1086","20280939","XH808A416121601150","378.21","624.83","528.38","1048.1","41.41","64.52","9.55","44.66","2017/5/6","","","","12659.62","1","1932.34","1139.41","448.69","89.17","0","0","0","0","0","AAASkgAAEAACrH7AA8"
"1087","20284498","XH808A416121601150","392.97","708.93","437.97","1134.33","46.4","70.8","8.43","49.3","2017/5/6 1:00:00","","","","12637.97","1","2284.23","1309.77","496.63","100.1","0","0","0","0","0","AAASkgAAEAACqZzAAN"
"1088","20287589","XH808A416121601150","389.13","668.13","483.53","1052.73","50.13","77.93","7.3","51.37","2017/5/6 2:00:00","","","","12615.27","1","2311.23","1363.17","537.8","107.97","0","0","0","0","0","AAASkgAAEAACql1AAy"
"1089","20291148","XH808A416121601150","390.59","680.52","469.97","1058.62","50.97","78.38","6.93","52.76","2017/5/6 3:00:00","","","","12585.34","1","2407.03","1405.31","545.03","109.55","0","0","0","0","0","AAASkgAAEAACqwIAAD"
"1090","20294707","XH808A416121601150","389.17","617.28","533.93","946.34","54.83","83.97","6","55.76","2017/5/6 4:00:00","","","","12555.76","1","2676.79","1562.59","596.21","120.34","0","0","0","0","0","AAASkgAAEAACrfhAAD"
"1091","20298735","XH808A416121601150","388.62","578.45","570.72","876.48","48.62","72.14","5.38","58.41","2017/5/6 5:00:00","","","","12529.76","1","2366.03","1359.17","504.9","95.86","0","0","0","0","0","AAASkgAAEAACrL+AAk"
"1092","20302293","XH808A416121601150","389.28","586.38","558.86","881.79","50.45","75.31","5","59.69","2017/5/6 6:00:00","","","","12508.55","1","2428.72","1398.31","525.14","101.59","0","0","0","0","0","AAASkgAAEAACqylAAD"
"1093","20305840","XH808A416121601150","394.14","544.48","612.86","802.9","57.1","84.93","4.1","61.34","2017/5/6 7:00:00","","","","12532.69","1","2763.24","1601.83","596.17","112.69","0","0","0","0","0","AAASkgAAEAACr88AAO"
"1094","20309402","XH808A416121601150","397.97","571.17","604.93","852.55","71.24","114.55","5.93","57.41","2017/5/6 8:00:00","","","","13185.24","1","3241.59","1911.76","752.07","160.9","0","0","0","0","0","AAASkgAAEAACq3gAAI"
"1095","20312964","XH808A416121601150","404.79","581.03","693.03","916.28","76.03","115.48","8.9","48.76","2017/5/6 9:00:00","","","","14151.14","1","3694.31","2147.03","803.59","154.9","0","0","0","0","0","AAASkgAAEAACriuAAd"
"1096","20316402","XH808A416121601150","416.62","634.07","775.79","1048.69","73.17","110.97","11.86","40.66","2017/5/6 10:00:00","","","","13620.21","1","3535.17","2032.55","745.79","144.03","0","0","0","0","0","AAASkgAAEAACqxNAA1"
"1097","20319005","XH808A416121601150","410.07","692.31","783.03","1247.59","71.07","108.52","15.93","31","2017/5/6 11:00:00","","","","13467.83","1","3428.55","2024.48","766.72","145.86","0","0","0","0","0","AAASkgAAEAACrPAAAY"
"1098","20323659","XH808A416121601150","415.79","1580.04","155.25","2662.71","74.5","108.36","17.82","26.11","2017/5/6 12:00:00","","","","13396.93","1","3857.07","2142.29","717.89","120.57","0","0","0","0","0","AAASkgAAEAACrWyAAS"
"1099","20327206","XH808A416121601150","411.86","1445.03","44.55","2496.21","63.24","91.34","19.17","22.76","2017/5/6 13:00:00","","","","13400.97","1","3243.86","1805.03","608.72","100.07","0","0","0","0","0","AAASkgAAEAACrnrAAj"
"1100","20330746","XH808A416121601150","401.14","1235.03","158.79","2278.59","47.83","69.07","21.55","19.62","2017/5/6 14:00:00","","","","13383.79","1","2469.52","1366.72","465.14","79.28","0","0","0","0","0","AAASkgAAEAACrXqAAz"
"1101","20334314","XH808A416121601150","391.53","981.5","357.33","1937.03","44.77","65.53","22.1","18.87","2017/5/6 15:00:00","","","","13401.7","1","2285.1","1278.33","445.17","74.1","0","0","0","0","0","AAASkgAAEAACrhrAA1"
"1102","20337885","XH808A416121601150","385.63","944.27","414.1","1967.87","43.87","67.53","23.57","15.03","2017/5/6 16:00:00","","","","13435.57","1","2276.23","1311.7","488.77","88.53","0","0","0","0","0","AAASkgAAEAACq1oAAv"
"1103","20340987","XH808A416121601150","380.03","933.23","397.43","1982.07","37.33","56.07","24.07","12.3","2017/5/6 17:00:00","","","","13403.37","1","1940.97","1080.33","380.8","66","0","0","0","0","0","AAASkgAAEAACrf7AA0"
"1104","20345016","XH808A416121601150","369.03","921.31","388.66","1963.55","27.97","41.93","23.59","13.21","2017/5/6 18:00:00","","","","13378.41","1","1447.83","792.62","285.97","49.52","0","0","0","0","0","AAASkgAAEAACqyeABA"
"1105","20348106","XH808A416121601150","366.17","912.5","374.13","1952.4","28.7","45.27","23.3","12","2017/5/6 19:00:00","","","","13293","1","1641.4","952.5","366.13","72.93","0","0","0","0","0","AAASkgAAEAACrj+AAg"
"1106","20351667","XH808A416121601150","379.14","929.93","235.72","1934.03","35.52","57.97","21.62","14.69","2017/5/6 20:00:00","","","","12859","1","1753.14","1031","397.52","78.93","0","0","0","0","0","AAASkgAAEAACrMEAAI"
"1107","20355231","XH808A416121601150","376.83","702.4","586.1","1455.97","63.17","102.3","19.27","19.47","2017/5/6 21:00:00","","","","12744.83","1","3094.43","1828.57","688.47","135.9","0","0","0","0","0","AAASkgAAEAACqmUAAw"
"1108","20359262","XH808A416121601150","396.53","714.23","580.17","1365.73","85.3","134.9","17.27","23.7","2017/5/6 22:00:00","","","","12718.03","1","4235.33","2513.37","953.27","178.73","0","0","0","0","0","AAASkgAAEAACsA/AAI"
"1109","20362821","XH808A416121601150","394.48","678.69","634.31","1270.48","55.38","83.45","16.21","24.93","2017/5/6 23:00:00","","","","12697.34","1","2950.48","1646.07","560.28","103.9","0","0","0","0","0","AAASkgAAEAACsDCAA/"
"1110","20366381","XH808A416121601150","373.28","701.69","573.52","1316.34","26.48","40.48","16","23.79","2017/5/7","","","","12680.48","1","1371.1","738.79","266.76","49.93","0","0","0","0","0","AAASkgAAEAACsKyAAm"
"1111","20369942","XH808A416121601150","384.76","628.1","659.48","1145.41","41.45","63.34","14.69","28.24","2017/5/7 1:00:00","","","","12671.21","1","2405.66","1324.48","482.59","95.14","0","0","0","0","0","AAASkgAAEAACquSAAy"
"1112","20373503","XH808A416121601150","372.72","622.59","552.21","1132.03","38.66","63.83","13.52","33.17","2017/5/7 2:00:00","","","","12639.93","1","1704.52","1023.28","432.34","94.83","0","0","0","0","0","AAASkgAAEAACqsYAAp"
"1113","20377064","XH808A416121601150","373.34","630.55","530.21","1117.97","53.48","89.66","12.17","37.41","2017/5/7 3:00:00","","","","12611.45","1","2331.17","1428.66","595.24","130.1","0","0","0","0","0","AAASkgAAEAACsDkAAc"
"1114","20380620","XH808A416121601150","374.37","622.1","550.87","1096.37","47.07","77.43","12","38.67","2017/5/7 4:00:00","","","","12586.87","1","1998.47","1202.93","502.77","106.3","0","0","0","0","0","AAASkgAAEAACr8FAAy"
"1115","20384181","XH808A416121601150","379.72","603.55","545","1046.79","27.45","44","11.28","43.52","2017/5/7 5:00:00","","","","12560.38","1","1371.24","751.48","284.69","62.97","0","0","0","0","0","AAASkgAAEAACsAIAAr"
"1116","20385304","XH808A416121601150","376.03","563.21","601.1","984.62","32.17","52.83","11","44.97","2017/5/7 6:00:00","","","","12546.03","1","1454.72","844.9","346.66","74.59","0","0","0","0","0","AAASkgAAEAACqmiAA/"
"1117","20390832","XH808A416121601150","376.14","564.07","647.55","982.07","23.24","37.17","11.52","44.17","2017/5/7 7:00:00","","","","12538.21","1","1167.45","651.69","252.31","54.34","0","0","0","0","0","AAASkgAAEAACqwWAAZ"
"1118","20394864","XH808A416121601150","384.72","567.48","616.14","993.31","35.93","59.93","12","46.93","2017/5/7 8:00:00","","","","12601.76","1","1692.83","967.9","383.59","84","0","0","0","0","0","AAASkgAAEAACq7jAAO"
"1119","20398423","XH808A416121601150","390.1","631.4","589.77","1111.3","45.57","72.6","13.1","42.57","2017/5/7 9:00:00","","","","13000.2","1","2027.1","1204.03","474.37","96.93","0","0","0","0","0","AAASkgAAEAACreCAAi"
"1120","20401512","XH808A416121601150","381.28","769.21","557.69","1405.52","40.52","60.86","16.1","34.79","2017/5/7 10:00:00","","","","13869.41","1","1917.76","1124.79","424.79","77.41","0","0","0","0","0","AAASkgAAEAACsLBAAW"
"1121","20405535","XH808A416121601150","392","782.93","543.45","1455.34","29.66","44.31","17","33.48","2017/5/7 11:00:00","","","","13500.93","1","1621.1","895.9","318.17","59.52","0","0","0","0","0","AAASkgAAEAACqg5AAh"
"1122","20409090","XH808A416121601150","389.07","889.7","521.5","1696.43","23.67","33.47","19.47","28.97","2017/5/7 12:00:00","","","","13409.67","1","1390.9","732.13","239.2","41.03","0","0","0","0","0","AAASkgAAEAACsT8AAJ"
"1123","20412159","XH808A416121601150","381.14","1033.45","407.52","2000.62","25.24","36.03","21.55","24.69","2017/5/7 13:00:00","","","","13292","1","1299.17","708.76","251.62","40.9","0","0","0","0","0","AAASkgAAEAACr8JAAM"
"1124","20416164","XH808A416121601150","375.69","912.62","485.34","1883.97","17.38","25.83","22.72","20.83","2017/5/7 14:00:00","","","","13305.59","1","962.34","510.38","174.03","29.59","0","0","0","0","0","AAASkgAAEAACr2NAAt"
"1125","20419239","XH808A416121601150","374.53","859.6","493.67","1889.53","20.33","31.53","23.93","19.4","2017/5/7 15:00:00","","","","13339.13","1","1166.43","672.83","243.4","47.37","0","0","0","0","0","AAASkgAAEAACsH1AAG"
"1126","20422779","XH808A416121601150","372.5","879.5","430.4","1822.67","21.4","32.1","21.9","21.37","2017/5/7 16:00:00","","","","13396.13","1","1050.93","575.2","214.53","38.2","0","0","0","0","0","AAASkgAAEAACsFfAAl"
"1127","20426789","XH808A416121601150","373.79","870.34","432.21","1770.79","20.72","31.55","21","22.48","2017/5/7 17:00:00","","","","13435.76","1","1109.52","612.62","217.48","39.83","0","0","0","0","0","AAASkgAAEAACrDEAAF"
"1128","20430329","XH808A416121601150","372.52","844.76","415.1","1680.93","21.45","31.97","19.31","25.62","2017/5/7 18:00:00","","","","13472.14","1","1173.86","646.03","228.31","38.52","0","0","0","0","0","AAASkgAAEAACsR4AAw"
"1129","20433870","XH808A416121601150","380.31","843.1","401.07","1691.52","36.93","58.83","19.69","24.76","2017/5/7 19:00:00","","","","13063.24","1","1817.03","1064.86","411.17","79.1","0","0","0","0","0","AAASkgAAEAACrGIAA8"
"1130","20437414","XH808A416121601150","374.59","817.76","484.97","1597.03","43.93","68.86","18.62","28.31","2017/5/7 20:00:00","","","","12758.83","1","2164.17","1327.52","545.45","122.14","0","0","0","0","0","AAASkgAAEAACr/SAAV"
"1131","20440953","XH808A416121601150","370.83","821.23","421.07","1482.2","20.2","30.4","15.3","38.67","2017/5/7 21:00:00","","","","12707.2","1","1060.63","582.2","212.03","39.27","0","0","0","0","0","AAASkgAAEAACrNKAAO"
"1132","20443889","XH808A416121601150","376.69","774.14","385.03","1412.41","34.24","54.38","14.69","42.9","2017/5/7 22:00:00","","","","12696.07","1","1694.93","997.1","396.83","80.62","0","0","0","0","0","AAASkgAAEAACsQ+AAQ"
"1133","20446340","XH808A416121601150","371.33","726.4","506.13","1309.3","17.67","26.83","13.77","44.47","2017/5/7 23:00:00","","","","12675","1","964.77","497.23","180.97","34.57","0","0","0","0","0","AAASkgAAEAACraGAAg"
"1134","20451578","XH808A416121601150","377.14","687.76","451.9","1231.45","16.31","23.62","12.72","49","2017/5/8","","","","12653.9","1","1036.76","504.93","167.38","30.69","0","0","0","0","0","AAASkgAAEAACry3AAV"
"1135","20455121","XH808A416121601150","372.67","680.47","537.27","1184.5","17.53","26.33","11.87","51.07","2017/5/8 1:00:00","","","","12634","1","1063.93","528.2","176.27","35.37","0","0","0","0","0","AAASkgAAEAACrCYAAZ"
"1136","20458663","XH808A416121601150","379.3","684.2","477.8","1176.2","20.27","29.17","10.97","53.23","2017/5/8 2:00:00","","","","12620.6","1","1263","624.73","201.73","37.57","0","0","0","0","0","AAASkgAAEAACqk8AAa"
"1137","20462205","XH808A416121601150","379.97","687.9","449.21","1158.24","19.48","27.55","10","56.55","2017/5/8 3:00:00","","","","12589.93","1","1221.14","581.38","172.52","29.31","0","0","0","0","0","AAASkgAAEAACrDlAAB"
"1138","20465745","XH808A416121601150","383.83","663.59","467","1093.93","22.66","29.14","9.03","60.97","2017/5/8 4:00:00","","","","12561.34","1","1593.9","754.86","211.17","31.72","0","0","0","0","0","AAASkgAAEAACryiAAZ"
"1139","20469286","XH808A416121601150","386.24","630.62","549.21","1039.28","42.34","51.69","9","61.48","2017/5/8 5:00:00","","","","12538.59","1","2704.72","1337.31","355.86","45","0","0","0","0","0","AAASkgAAEAACqZAAAY"
"1140","20472831","XH808A416121601150","396.34","606.76","650.17","997.24","31.62","38.72","9","60.83","2017/5/8 6:00:00","","","","12517.1","1","2162.79","1032.9","270.45","34.69","0","0","0","0","0","AAASkgAAEAACsRFAAG"
"1141","20476375","XH808A416121601150","403.86","569.21","733.17","936.55","36","48.38","9","61.21","2017/5/8 7:00:00","","","","12562.52","1","2261.62","1118.24","316.45","51.14","0","0","0","0","0","AAASkgAAEAACr8eAAh"
"1142","20479924","XH808A416121601150","407.43","592.13","762.67","985.23","37.57","48.97","10.4","56.07","2017/5/8 8:00:00","","","","13484","1","2446.27","1203.67","340.7","50.67","0","0","0","0","0","AAASkgAAEAACqgDAAv"
"1143","20483468","XH808A416121601150","403.76","664.34","751.38","1145.48","37.76","51.86","13.1","47.31","2017/5/8 9:00:00","","","","13871","1","2247.41","1167.9","371.07","59.86","0","0","0","0","0","AAASkgAAEAACqZHAAN"
"1144","20487014","XH808A416121601150","400.53","719.73","647.77","1321.07","41.97","61.2","16.4","40.07","2017/5/8 10:00:00","","","","13517.33","1","2335.57","1257.8","410.93","79.33","0","0","0","0","0","AAASkgAAEAACqdKAAq"
"1145","20490096","XH808A416121601150","383.63","790.83","623.63","1534.8","27.07","38.7","19.27","30.63","2017/5/8 11:00:00","","","","13387.77","1","1559.77","790.53","235.77","34.6","0","0","0","0","0","AAASkgAAEAACqbNAAB"
"1146","20494139","XH808A416121601150","382.83","821.47","619.6","1703.6","20.73","29.2","21.77","22.27","2017/5/8 12:00:00","","","","13302.43","1","1281.9","649.2","202.83","34.8","0","0","0","0","0","AAASkgAAEAACqbQAAg"
"1147","20497697","XH808A416121601150","376.47","883.9","550.73","1975.63","17.43","26.27","24.7","11.7","2017/5/8 13:00:00","","","","13242.33","1","980.4","517.5","179.63","32.57","0","0","0","0","0","AAASkgAAEAACr/WAAl"
"1148","20501258","XH808A416121601150","377.53","907.03","539.7","2150.53","16.57","25.57","27.1","8.67","2017/5/8 14:00:00","","","","13223.23","1","877.13","458.1","161.63","28.47","0","0","0","0","0","AAASkgAAEAACqWbAAu"
"1149","20504825","XH808A416121601150","366.93","846.21","544.1","2125.62","15.72","25.28","27.41","8.41","2017/5/8 15:00:00","","","","13295.21","1","837.93","434.34","149.45","29.97","0","0","0","0","0","AAASkgAAEAACrWJAAZ"
"1150","20508385","XH808A416121601150","361.43","872.57","488.47","2229.67","14.57","22.23","28.47","8.17","2017/5/8 16:00:00","","","","13306.9","1","783.37","410.33","141.1","24.53","0","0","0","0","0","AAASkgAAEAACsVIAAF"
"1151","20511934","XH808A416121601150","352.79","868.1","486.59","2368.66","16.28","26.41","30.14","7.66","2017/5/8 17:00:00","","","","13318.1","1","912.1","490.62","170.48","32.41","0","0","0","0","0","AAASkgAAEAACsVJAAJ"
"1152","20515511","XH808A416121601150","350.07","856.5","455.9","2262.87","25.23","40.2","28.4","8.4","2017/5/8 18:00:00","","","","13273.67","1","1258.93","725.43","276.3","49.5","0","0","0","0","0","AAASkgAAEAACrnkAAY"
"1153","20519069","XH808A416121601150","358.14","884.31","462.93","2236.93","26.21","42.48","27.41","8.83","2017/5/8 19:00:00","","","","13266.17","1","1153.93","647.14","245.24","46.55","0","0","0","0","0","AAASkgAAEAACrzaAAe"
"1154","20522627","XH808A416121601150","357.83","787.21","491","2018.41","58","96.79","25.83","10.72","2017/5/8 20:00:00","","","","12876.31","1","2460.97","1527.93","633.9","127.38","0","0","0","0","0","AAASkgAAEAACqgUAA1"
"1155","20526190","XH808A416121601150","375.6","777.53","464.97","1774.03","72.4","114.77","21.8","14.47","2017/5/8 21:00:00","","","","12748.2","1","3444.37","2073.47","795.07","158.03","0","0","0","0","0","AAASkgAAEAACrvkAAc"
"1156","20528068","XH808A416121601150","366.93","699.7","638.73","1551.3","37.8","58.73","19.93","14.03","2017/5/8 22:00:00","","","","12713.9","1","1684.73","945.1","347.4","63.4","0","0","0","0","0","AAASkgAAEAACrysAA+"
"1157","20531106","XH808A416121601150","370","654.69","627.45","1403.31","29.55","48.86","18.24","16.38","2017/5/8 23:00:00","","","","12712.93","1","1680.38","975.76","407.9","94.07","0","0","0","0","0","AAASkgAAEAACrCxAAU"
"1158","20536868","XH808A416121601150","371.86","672.03","576.83","1422.59","17.59","25.45","18","17.1","2017/5/9","","","","12689.45","1","1042.48","509.86","157.28","27.79","0","0","0","0","0","AAASkgAAEAACsJNAAB"
"1159","20540429","XH808A416121601150","369.79","722.31","500.34","1506.41","44.48","73.38","18.28","17.52","2017/5/9 1:00:00","","","","12675.41","1","2013.07","1199.24","494.59","100.62","0","0","0","0","0","AAASkgAAEAACsITAAC"
"1160","20543988","XH808A416121601150","366.93","679.28","519.62","1419.41","40.41","67.17","17.9","18.86","2017/5/9 2:00:00","","","","12651.55","1","1881.24","1144.28","472.03","100.31","0","0","0","0","0","AAASkgAAEAACsOSAA9"
"1161","20547548","XH808A416121601150","371.1","708.69","546.14","1458.1","41.97","67.48","18","17.03","2017/5/9 3:00:00","","","","12635.45","1","1991.34","1189.24","474.69","92.03","0","0","0","0","0","AAASkgAAEAACq23AAR"
"1162","20550649","XH808A416121601150","373.52","683.86","534.24","1407.45","50.86","82.17","17.41","21.76","2017/5/9 4:00:00","","","","12612.66","1","2426.28","1448.93","576.97","116.93","0","0","0","0","0","AAASkgAAEAACsUPAA4"
"1163","20554208","XH808A416121601150","381.28","713.14","489.83","1375.55","53.59","90.28","15.62","25.52","2017/5/9 5:00:00","","","","12588.72","1","2243.93","1361.14","562.03","126.17","0","0","0","0","0","AAASkgAAEAACr06AAr"
"1164","20558228","XH808A416121601150","380.53","680.27","521.2","1295.1","46.43","74.23","15","27.67","2017/5/9 6:00:00","","","","12570.03","1","2126.57","1270.93","499.47","97.73","0","0","0","0","0","AAASkgAAEAACrv+AAi"
"1165","20561790","XH808A416121601150","385.21","664.45","616.03","1266.69","23.93","36.38","15.38","26.72","2017/5/9 7:00:00","","","","12592.55","1","1303.45","711.24","258.03","50.21","0","0","0","0","0","AAASkgAAEAACqiYAA9"
"1166","20565352","XH808A416121601150","383.83","715.17","598.48","1411.17","25.45","42.24","17.83","27.1","2017/5/9 8:00:00","","","","13350.9","1","1377.17","826.97","344.66","76.9","0","0","0","0","0","AAASkgAAEAACq3pAAR"
"1167","20568910","XH808A416121601150","383.13","731.53","644.07","1517.13","11.27","15.93","19.97","29.23","2017/5/9 9:00:00","","","","13690.57","1","686","338.5","114","21.03","0","0","0","0","0","AAASkgAAEAACrzBAAt"
"1168","20572472","XH808A416121601150","377","777.41","594.45","1620.45","9.34","13.41","20.59","28.17","2017/5/9 10:00:00","","","","13365.52","1","604.69","290.72","96.52","17.9","0","0","0","0","0","AAASkgAAEAACsTdAA9"
"1169","20576030","XH808A416121601150","373.21","796.62","547.24","1779.52","13.83","19.69","23.07","21.62","2017/5/9 11:00:00","","","","13280.69","1","805.72","409.55","140.97","23.9","0","0","0","0","0","AAASkgAAEAACrD5AA0"
"1170","20579596","XH808A416121601150","373.11","821.37","580.04","1935.7","12.04","17.41","24.93","19.7","2017/5/9 12:00:00","","","","13199.48","1","941.15","513.15","188.3","32.52","0","0","0","0","0","AAASkgAAEAACqcZAAF"
"1171","20583176","XH808A416121601150","369.31","856.93","509.03","2135.07","13.52","19.83","27.14","16.41","2017/5/9 13:00:00","","","","13172.9","1","806.66","398.97","126.97","21.21","0","0","0","0","0","AAASkgAAEAACq47AAS"
